"item_number","item","estimate_mean","estimate_sd","min","max","estimateLikert_mean","estimateLikert_sd","minLikert","maxLikert","example_sentence","H_INDEX","VISUAL_COMPLEXITY","lgSUBTLEX","B: AoA mean","B: AoA SD","B: min","B: max","B: AoALikert mean","B: AoALikert SD","B: minLikert","B: maxLikert","S: AoALikert mean","S: AoALikert SD"
123,"dartpfeil",7.696969696969697,1.991934494480938,3,12,4.0606060606060606,1.0289373747765804,2,6,"Ein Dartpfeil steckt in der Scheibe.",1.123396367,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"ecke",4.090909090909091,1.377580223699249,1,7,2.303030303030303,0.6839612783652524,1,4,"Der Schrank steht in der Ecke des Raumes.",0.631171805,1.89,3.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"kiwi",4.470588235294118,1.6187405152200809,2,8,2.5588235294117645,0.823561242063752,1,4,"Eine Kiwi kann grünes oder gelbes Fruchtfleisch haben.",0,2.7,1.204,10.76,6.91,2,25,4.59,2.27,1,7,NA,NA
126,"fallschirm",6.575757575757576,1.7858874374926152,4,10,3.484848484848485,0.9055803429711565,2,5,"Ronja springt mit einem Fallschirm aus dem Flugzeug.",0.200622324,2.25,2.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"sack",4.242424242424242,1.1997474481714638,2,6,2.4242424242424243,0.6628679652796169,1,3,"Ronja kauft einen Sack Kartoffeln.",1.218095228,1.91,2.813,3.53,1.64,1,7,2.07,0.96,1,4,NA,NA
128,"puppe",3.515151515151515,1.4168894655461863,1,7,2,0.75,1,4,"Das Kind spielt mit einer Puppe.",1.15700659,2.97,2.667,2.35,1.32,0,5,1.41,0.62,1,3,NA,NA
129,"zitrone",3.8181818181818183,1.5703213336477,2,7,2.1515151515151514,0.9055803429711565,1,4,"Die Zitrone ist eine gelbe Zitrusfrucht.",0,2.45,2.049,3.81,1.52,1,8,2.07,0.78,1,4,2.7,0.8013147091860314
130,"weste",4.9375,1.6836500287633527,3,9,2.71875,0.8884337432408971,2,5,"Ronja trägt eine rote Weste.",0.445050304,2.32,2.276,6.06,2.38,3,12,3.35,1.11,2,6,4.1,1.4832396974191329
131,"saenger",4.393939393939394,1.4564381625088383,2,8,2.4545454545454546,0.7111130839619099,1,4,"Der Sänger verzaubert das Publikum.",0.766191271,3.32,2.173,5,1.05,3,6,2.7,0.48,2,3,NA,NA
132,"etikett",6.970588235294118,2.467796147438427,2,11,3.735294117647059,1.2384942844808053,1,6,"An der neuen Jacke hängt noch das Etikett.",2.815739389,2.37,1.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"anzug",6.090909090909091,1.9423509653837725,3,10,3.303030303030303,0.9514741353831067,2,5,"Der Bräutigam trägt einen Anzug.",0,2.7,2.949,NA,NA,NA,NA,NA,NA,NA,NA,4.45,1.6693837501494848
137,"ratte",4,1.684847078348464,2,8,2.25,0.842423539174232,1,4,"Im Mittelalter trugen Ratten zur Verbreitung der Pest bei.",0.975525951,3.27,2.754,4.94,1.88,3,10,2.69,0.95,2,5,2.8,0.6155870112510919
138,"kuehlschrank",4,1.3926212476455828,2,7,2.2941176470588234,0.7599605956573483,1,4,"Ronja holt den Joghurt aus dem Kühlschrank.",0,3.03,2.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"geist",4.294117647058823,1.7149858514250884,2,8,2.4411764705882355,0.8941282014575489,1,4,"Ronja fürchtet sich vor Geistern.",0.997401589,1.44,3.292,6.22,3.56,2,18,3.3,1.49,1,7,NA,NA
140,"wasserhahn",4.294117647058823,1.4040938362129738,2,7,2.323529411764706,0.7675458030077391,1,4,"Am Wasserhahn hängt ein Tropfen.",0.33228663,2.45,1.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"sonnenblume",4.333333333333333,1.3385315336840842,2,6,2.303030303030303,0.7282190812544191,1,3,"Das Feld steht voller Sonnenblumen.",0.286396957,3.25,1.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"glas",3.176470588235294,1.1926692303602573,1,6,1.8529411764705883,0.6096373955153138,1,3,"Ronja trinkt aus dem Glas.",0.246022578,1.94,3.114,3.29,1.2,2,5,1.86,0.77,1,3,NA,NA
143,"engel",4.404040404040404,1.6030531578591785,1,8,2.4646464646464645,0.8368201634654077,1,4,"Der Engel spricht zu den Hirten.",0.298940797,2.86,3.015,4,1.62,1,6,2.18,0.81,1,3,NA,NA
144,"torrero",9.666666666666666,2.2586388102931196,7,15,5.125,0.9918143234365558,4,7,"Der Torrero stellt sich dem Stier.",1.939927413,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"muelleimer",4.0625,1.1622419935679933,1,6,2.3125,0.5350610456580119,1,3,"Der Mülleimer ist sehr voll.",0.574404581,2.16,1.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"oliven",5.064516129032258,1.860743290031661,2,10,2.774193548387097,0.9902752957083816,1,5,"Aus Oliven kann man Öl herstellen.",0.72275657,1.7,1.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"kleiderbuegel",6.03125,1.3792091001496052,3,8,3.3125,0.6927039119836262,2,4,"Auf dem Kleiderbügel hängt eine Bluse.",1.034556071,1.87,1.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"pfeife",5.670103092783505,1.9187759199364147,1,11,3.082474226804124,0.9754283577483568,1,6,"Der Seemann raucht eine Pfeife.",0,1.97,2.412,5.04,1.82,2,9,2.81,0.94,1,5,NA,NA
149,"schluesselloch",5.3125,1.4687607240514464,3,8,2.9375,0.7156093726283553,2,4,"Ronja steckt den Schlüssel ins Schlüsselloch.",1.028524128,2,1.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"pfuetze",3.823529411764706,1.4661966513127958,1,7,2.2058823529411766,0.7698646777865489,1,4,"Ronja hüpft in eine Pfütze.",0.983833335,3.26,1.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"tablett",5.575757575757576,1.7325974545156009,2,9,3,0.9682458365518543,1,5,"Ronja tägt das Geschirr auf einem Tablett.",0,1.86,1.924,5.32,1.99,3,12,2.88,0.97,2,6,NA,NA
152,"schnecke",3.4705882352941178,1.3081398803354571,1,6,2,0.6963106238227914,1,3,"Die Schnecke frisst manchmal Salat.",0.286396957,3.46,1.881,2.81,1.17,1,5,1.63,0.72,1,3,2.05,0.6048053188292996
153,"zigarette",5.794117647058823,2.2933290842724805,2,11,3.1176470588235294,1.1745974392893195,1,6,"Ronja zieht an einer Zigarette.",0.340254161,2.59,2.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"domino",5.588235294117647,1.7076946547518652,3,9,3,0.9211323729436766,2,5,"Ronja spielt mit ihrer Nichte Domino.",0.982680803,2.81,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"patrone",7.515151515151516,2.6234663629587014,3,14,4,1.3693063937629153,2,7,"Die Jägerin zählt die Patronen für ihr Gewehr.",2.148786822,2.15,1.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"floete",5.03030303030303,1.334279966987075,3,7,2.757575757575758,0.7512615652314042,2,4,"Ronja spielt auf der Flöte eine Melodie.",0.684038436,2.07,2.146,4.11,1.79,1,8,2.32,0.89,1,4,2.85,1.039989878493258
157,"prinzessin",3.4242424242424243,1.0905933886623096,2,6,1.9090909090909092,0.6306562238868912,1,3,"Die Prinzessin tanzt auf einem Ball.",1.680307245,3.25,3.221,2.97,0.95,1,4.5,1.79,0.42,1,2,NA,NA
158,"controller",7.453608247422681,2.1603463194430823,4,13,3.979381443298969,1.1178418701835224,2,7,"Zur Spielekonsole gehört ein Controller.",1.659679496,2.99,1.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"bart",4.21875,1.3850439611050431,2,8,2.375,0.7513428837969107,1,4,"Der Mann pflegt seinen Bart.",0.327444919,3.35,3.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"schubkarre",4.3125,1.1198358174592007,3,7,2.5,0.5679618342470648,2,4,"Die Gärtnerin schaufelt Erde auf die Schubkarre.",0.14257333,2.87,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"krawatte",6.090909090909091,2.082120859298824,1,10,3.3333333333333335,1.050793351076541,1,5,"Der Bräutigam trägt eine Krawatte.",0.286396957,2.34,2.438,7.64,3.71,4,15,3.86,1.66,2,7,4.75,1.51744244666721
162,"playstation",8.696969696969697,2.973685092659112,5,15,4.606060606060606,1.3448836831533504,3,7,"Ronja kauft ein Spiel für ihre PlayStation.",2.140924287,3.11,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"kokosnuss",4.606060606060606,1.3905797788016772,2,7,2.515151515151515,0.712443511849015,1,4,"An der Palme wächst eine Kokosnuss.",0,2.62,1.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"strasse",3.5588235294117645,1.1332756617391004,2,6,2.0294117647058822,0.6269355057278587,1,3,"Ronja fährt die Straße entlang.",0.474132766,2.69,3.501,3.38,1.17,1,6,1.96,0.55,1,3,NA,NA
165,"guertel",4.787878787878788,1.3864878235485825,2,8,2.6666666666666665,0.6922186552431729,1,4,"Ronja braucht einen neuen Gürtel für ihre Hose.",0,2.54,2.344,4.11,1.41,2,7,2.26,0.73,1,4,NA,NA
166,"perle",5.21875,1.7731760278682012,2,10,2.8125,0.8590129369261278,1,5,"Ronja findet eine Perle in der Muschel.",1.445132104,2.93,2.025,5.29,2.33,2,10,2.92,1.21,1,5,NA,NA
167,"schnuersenkel",4.2727272727272725,1.2814232144554953,2,7,2.3636363636363638,0.6990252954195317,1,4,"Ronja bindet ihre Schnürsenkel.",1.275407203,1.86,1.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"stadion",5.823529411764706,1.991962459109778,2,10,3.2058823529411766,1.0084314782600803,1,5,"Das Stadion ist voller Fans.",1.772171705,4.53,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"ruecken",3.5757575757575757,1.1997474481714638,1,6,2.0303030303030303,0.58549383455595,1,3,"Ronja massiert den Rücken ihrer Freundin.",0.14257333,2.29,3.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"tor",3.9393939393939394,1.2732682832820903,2,7,2.212121212121212,0.6963106238227914,1,4,"Der Torwart verteidigt während eines Spiels das Tor.",0.872422774,2.55,3.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"torwart",5.0606060606060606,1.367922556730505,3,8,2.727272727272727,0.674199862463242,2,4,"Der Torwart verteidigt während eines Spiels das Tor.",0.877846248,3.29,1.447,6.29,2.09,3,10,3.36,1.01,2,5,NA,NA
172,"papagei",4.121212121212121,1.4088465086191913,2,7,2.303030303030303,0.7699370300894939,1,4,"Der Papagei kann sprechen.",0.195909271,3.79,2,4.38,2.93,1,16,2.42,1.28,1,7,2.45,0.6863327411532598
173,"apotheke",6,1.7232808737106582,4,10,3.2058823529411766,0.9138467401745378,2,5,"Ronja holt Medizin aus der Apotheke.",0.14372617,3.67,2.124,5.91,2.39,3,12,3.23,1.07,2,6,NA,NA
174,"gelaender",5.363636363636363,1.9971570703468378,2,10,2.878787878787879,1.0534934669225458,1,5,"Ronja hält sich am Geländer fest.",1.408885522,2.19,1.531,4.25,1.65,2,7,2.31,0.87,1,4,NA,NA
175,"maler",4.818181818181818,1.8278153875348273,2,8,2.606060606060606,0.8268688657895648,1,4,"Der Maler eröffnet eine Ausstellung für seine Gemälde.",0.751350324,3.67,2.265,5,2.45,3,13,2.79,1.31,2,7,2.45,0.6048053188292996
176,"ritterruestung",5.181818181818182,1.4023568817343468,2,8,2.8282828282828283,0.7564741526858106,1,4,"Ronja bewundert die Ritterrüstung im Burgmuseum.",1.550642686,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"fliegenpilz",5.515151515151516,1.8560915272625318,2,9,2.9696969696969697,0.9514741353831067,1,5,"Im Wald stehen viele Fliegenpilze.",1,2.14,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"bruecke",4.181818181818182,1.2613124477737825,2,7,2.3333333333333335,0.6922186552431729,1,4,"Ronja läuft über eine Brücke.",0.543159986,2.92,3.038,3.84,1.74,1,8,2.21,0.85,1,4,NA,NA
179,"staffelei",10.303030303030303,3.117339094532873,4,16,5.242424242424242,1.3926212476455828,2,7,"Ronja stellt für ihr nächstes Kunstprojekt eine Leinwand auf die Staffelei.",1.383804821,2.14,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"pferdeschwanz",4.75,1.8139246347754256,2,9,2.625,0.9755064854862865,1,5,"Ronja bindet ihre Haare zu einem Pferdeschwanz zusammen.",2.172453532,2.79,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,"dreieck",4.575757575757576,1.768302558781709,1,8,2.515151515151515,0.8703882797784892,1,4,"Das Dreieck hat drei Kanten.",0,1.05,1.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"kopf",2.9705882352941178,1.1930428150931032,1,5,1.7058823529411764,0.6290643251160328,1,3,"Ronja setzt einen Hut auf ihren Kopf.",1.004303177,1.69,3.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"hexe",4.4411764705882355,1.4395112064061828,2,8,2.5,0.7071067811865476,1,4,"Die Hexe braut einen Trank.",0.340254161,3.39,2.88,4,1.22,2,7,2.24,0.66,1,4,NA,NA
185,"fussball",3.878787878787879,1.1390120652778375,2,6,2.1515151515151514,0.565752381856018,1,3,"Ronja schießt den Fußball ins Tor.",0.436469817,1.88,2.632,3.45,1.32,2,6,1.9,0.72,1,3,3,1.025978352085154
186,"motor",5.720588235294118,2.050450174345006,2,9,3.1176470588235294,1.015248102383947,1,5,"Der Motor im Auto ist kaputt.",1.039014525,3.95,2.766,5.5,1.65,4,10,2.86,0.86,2,5,NA,NA
187,"stadt",4.125,1.0998533626601497,3,7,2.34375,0.5453247035098121,2,4,"Ronja fährt in die Stadt.",1.857194516,3.62,3.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"lager",5.815384615384615,1.6760473189574976,2,10,3.1076923076923078,0.8500565592042413,1,5,"Im Lager stehen viele Kisten.",2.288696421,3.78,2.912,6.16,2.12,3,11,3.32,1.06,2,6,NA,NA
189,"krokodil",4.71875,1.4642927391086973,2,8,2.59375,0.7120789644505048,1,4,"Das Krokodil hat viele Zähne.",0.557438185,3.44,1.792,4.21,1.93,2,9,2.43,1.09,1,5,2.95,1.431782106327635
190,"regen",3.26,1.1687859539114105,1,6,1.86,0.6516490348695874,1,3,"Der Regen trommelt auf das Dach.",1.211356998,1.59,3.01,2.91,1.08,1,5,1.74,0.69,1,3,NA,NA
191,"salat",3.8181818181818183,1.2362884335417406,2,6,2.1818181818181817,0.6825753371673275,1,3,"Ronja isst einen bunten Salat zum Abendbrot.",0.840303129,3.46,2.519,4.36,1.45,3,8,2.5,0.65,2,4,2.35,1.0399898784932575
192,"thermometer",5.575757575757576,1.837632699805361,2,10,3.0606060606060606,0.8992842271563097,1,5,"Ein Thermometer kann Fieber messen.",0.773228349,1.77,1.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"qualle",5.0625,1.605183136974036,2,8,2.78125,0.7924797748513126,1,4,"Die Qualle schwimmt durch das Meer.",0,3.06,1.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"matratze",4.893939393939394,1.382626128660605,2,8,2.6666666666666665,0.7712793235085424,1,4,"Die Matratze liegt auf dem Bett.",2.353466284,2.25,2.013,4.75,2.05,1,9,2.63,1.09,1,5,NA,NA
195,"kapitaen",4.709677419354839,1.4650039450935908,1,8,2.6129032258064515,0.7605883404680314,1,4,"Der Kapitän steht am Steuerrad.",2.150238745,3.44,2.859,NA,NA,NA,NA,NA,NA,NA,NA,3,1.1239029738980326
196,"computer",5.375,1.6800537625806178,3,10,2.875,0.9069623173877128,2,5,"Ronja ist für ihre Arbeit auf einen Computer angewiesen.",0.831510185,2.61,3.268,9.29,5.18,2,22,4.41,1.87,1,7,NA,NA
197,"zirkel",7.323529411764706,2.156323867214954,2,12,4.029411764705882,1.1142409868727206,1,6,"Mit dem Zirkel kann man einen Kreis zeichnen.",0,2.75,1.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"wahrsagerin",7.212121212121212,1.899960127173327,4,10,3.8484848484848486,1.0037807318213263,2,5,"Die Wahrsagerin schaut in die Zukunft.",1.266357282,3.25,1.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"rock",4.242424242424242,1.658883341104473,2,8,2.393939393939394,0.8268688657895648,1,4,"Im Kleiderschrank hängt ein Rock.",0.14372617,2.56,2.823,3.19,1.34,1,6,1.83,0.62,1,3,2.35,1.1367080817685316
200,"trompete",5.515151515151516,1.679308118713108,2,9,2.9696969696969697,0.9180430438182244,1,5,"Ronja spielt Trompete in einem Blasorchester.",0.195909271,2.62,1.763,5.73,2.43,2,12,3.04,1.18,1,6,2.8,0.8335087534664903
201,"erbsen",3.9696969696969697,1.334279966987075,1,6,2.242424242424242,0.7084447327730932,1,3,"Ronja kocht grüne Erbsen als Beilage.",1.807745997,2.36,2.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"angel",4.852941176470588,1.6720945482397578,2,9,2.735294117647059,0.8278787617802341,1,5,"Mit einer Angel fängt man Fische.",0.371232327,2.45,2.611,4.84,2.73,2,12,2.53,1.35,1,6,NA,NA
203,"kappe",4.432835820895522,1.3282921433522679,2,8,2.5223880597014925,0.7040620012992115,1,4,"Das Kind trägt eine bunte Kappe auf dem Kopf.",2.267839578,2.43,2,5.12,1.41,3,7,2.82,0.73,2,4,NA,NA
204,"drucker",6.424242424242424,1.8713348015237519,3,11,3.484848484848485,0.9721500694726908,2,6,"Der Drucker braucht eine neue Farbpatrone.",0.388508824,2.91,1.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"knoechel",5.363636363636363,1.8677891646640323,2,9,2.878787878787879,1.111237366564176,1,5,"Ronja trägt hohe Socken, die ihre Knöchel bedecken.",1.739979141,2.39,2.382,6.53,2.81,3,13,3.47,1.37,2,7,NA,NA
206,"malerrolle",7.794117647058823,2.2126278324954898,4,12,4.176470588235294,1.1138409721454614,2,6,"Ronja taucht die Malerrolle in den Farbeimer.",3.037749117,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"narbe",5.84375,1.7617691804437068,2,10,3.125,0.9755064854862865,1,5,"Ronja hat eine Narbe am Bein.",0.394683556,2.25,2.431,5.95,2.61,3,13,3.26,1.33,2,7,NA,NA
208,"mikrofon",5.40625,1.7012210984485383,3,9,2.90625,0.856074122506811,2,5,"Die Moderatorin spricht in das Mikrofon.",0,2.39,2.045,7.42,4.8,3,25,3.63,1.34,2,7,NA,NA
209,"bumerang",6.09375,1.6335075066229565,4,10,3.21875,0.8321900759926455,2,5,"Bumerangs sind traditionelle australische Jagdgeräte.",0,1.95,0.954,7.32,1.96,5,11,3.91,0.97,3,6,NA,NA
210,"brustwarze",6.909090909090909,1.9742662618621818,2,11,3.696969696969697,1.0453721970202912,1,6,"Der Säugling trinkt von der Brustwarze seiner Mutter.",1.593504431,2.28,1.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"waage",5.212121212121212,1.732185382823155,1,9,2.909090909090909,0.8722609476751557,1,5,"Ronja balanciert die Waage mit Gewichten aus.",0,2.3,1.748,4.76,2.02,2,8,2.47,1.07,1,4,NA,NA
213,"polizist",3.8484848484848486,1.3491018336566583,2,7,2.212121212121212,0.6963106238227914,1,4,"Der Polizist trägt eine Uniform.",1.019719359,3.7,3.094,3.72,1.13,2,6,2.17,0.51,1,3,2.45,0.7591546545162483
216,"hammer",4.2727272727272725,1.4847711791873706,2,7,2.4545454545454546,0.7941547822570977,1,4,"Ronja schlägt mit dem Hammer einen Nagel in die Wand.",0,1.73,2.579,3.86,1.41,2,8,2.14,0.66,1,4,2.15,0.4893604849295928
217,"fotografin",5.336842105263158,1.470348969403287,2,9,2.905263157894737,0.7865043075253174,1,5,"Die Fotografin sucht ein Motiv.",2.135785737,3.17,1.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"windel",3.28125,1.528954418190165,1,7,1.84375,0.8838834764831844,1,4,"Der Vater wechselt die Windel des Säuglings.",0.442571065,3.06,1.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"waescheleine",5.121212121212121,1.4088465086191913,3,8,2.757575757575758,0.6628679652796169,2,4,"Die Wäsche trocknet auf der Wäscheleine.",1.9997992,2.57,1.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"moewe",4.666666666666667,1.7440374613713625,2,8,2.5757575757575757,0.867118180753892,1,4,"Die Möwe kreist um das Fischerboot.",0.40790598,2.71,1.38,4.64,1.98,2,8,2.5,0.94,1,4,2.6,0.9947229183096804
221,"schnuller",2.6875,1.20315445607008,1,6,1.53125,0.6712710620231424,1,3,"Der Säugling nuckelt am Schnuller.",0.337576423,2.25,1.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"knie",3.378787878787879,1.3215975357952385,1,6,1.9242424242424243,0.6863640222910661,1,3,"Ronja stößt sich das Knie am Tisch.",0,2.17,3.003,3.24,1.13,1,5,1.88,0.67,1,3,NA,NA
223,"reissverschluss",4.575757575757576,1.275497526220235,3,8,2.515151515151515,0.618527087180309,2,4,"Die Jacke hat einen Reißverschluss.",0,3.05,1.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"pinsel",3.9393939393939394,1.3214431963622655,2,7,2.272727272727273,0.7190587281616534,1,4,"Die Künstlerin malt mit einem Pinsel.",0,2.14,1.839,4.02,1.31,2,6,2.23,0.61,1,3,NA,NA
225,"erbse",4.075757575757576,1.3957143862619774,1,7,2.242424242424242,0.7454602308044043,1,4,"Ronja kocht grüne Erbsen als Beilage.",1.467569765,2.38,1.114,3.11,1.37,1,6,1.79,0.71,1,3,2.1,0.5525062514530824
226,"zug",3.303030303030303,1.237054174360618,1,7,1.9090909090909092,0.6784005252999681,1,4,"Der Zug rattert die Schienen entlang.",1.191717095,3.03,3.276,3.25,0.99,2,6,1.88,0.54,1,3,1.85,0.7451598203705945
227,"mauer",4.147058823529412,1.5979599293564521,1,8,2.323529411764706,0.7675458030077391,1,4,"Die Mauer ist sehr lang.",0.368556778,2.56,2.633,3.53,1.23,2,6,1.88,0.7,1,3,NA,NA
228,"eichel",5.242424242424242,1.968982970823755,2,10,2.8484848484848486,1.0642254261084714,1,5,"Die Eichel ist die Frucht der Eiche.",0.814146595,2.93,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"bier",5.90625,1.552508376165654,3,10,3.1875,0.8206016675429032,2,5,"Ronja trinkt am Feierabend ein Bier.",2.400778184,2.76,3.324,6.13,2.21,3,11,3.33,1.17,2,6,NA,NA
230,"sporthalle",4.909090909090909,1.3077565800741637,3,8,2.6666666666666665,0.6454972243679028,2,4,"Jede Schule hat eine Sporthalle.",2.605752565,2.97,1.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"brust",4.454545454545454,1.6025547785276542,1,8,2.5454545454545454,0.8325754129097365,1,4,"Manche Menschen haben ein Tattoo auf der Brust.",0.582662942,2.3,2.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"lama",5.909090909090909,1.5685111643616927,3,8,3.1818181818181817,0.7687061147858074,2,4,"Das Lama kann weit spucken.",1.090805066,3.46,2.021,NA,NA,NA,NA,NA,NA,NA,NA,3.85,1.7252002172135514
233,"salzstreuer",5.484848484848484,1.8221075043958734,2,9,2.9696969696969697,0.9180430438182244,1,5,"Der Salzstreuer steht neben dem Pfefferstreuer.",0.900341871,2.22,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"teller",3.393939393939394,1.1973771841872223,1,6,1.9090909090909092,0.6306562238868912,1,3,"Ronja serviert das Abendessen auf dem Teller.",1.023100645,2.05,2.548,3.14,1.88,1,9,1.89,1.02,1,5,NA,NA
235,"nadel",4.955882352941177,1.606273368765828,2,8,2.7058823529411766,0.8296523913243437,1,4,"Zum Nähen braucht man eine Nadel.",0.578821511,1.94,2.427,4.22,1.59,2,8,2.44,0.86,1,4,NA,NA
236,"giraffe",3.7941176470588234,1.4930020959352412,1,7,2.235294117647059,0.7807852895958004,1,4,"Die Giraffe frisst Blätter von hohen Baumkronen.",0,3.61,1.491,3.79,2.07,2,11,2.16,1.12,1,6,2.35,0.8127277008872489
238,"puzzle",4.212121212121212,1.6155025486976133,1,7,2.303030303030303,0.8472325715546059,1,4,"Das Puzzle ist ein Legespiel, dessen Einzelteile ein zusammenhängendes Bild formen.",0,2.22,1.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"frau",3.176470588235294,1.2178119533221001,1,6,1.7647058823529411,0.6540699401677286,1,3,"Das Mädchen wächst zu einer Frau heran.",0.911087308,2.87,4.338,3.68,2.21,1,10,2.08,1.12,1,5,NA,NA
240,"turm",4.184615384615385,1.4672711458297731,1,8,2.4,0.724568837309472,1,4,"Die Burg hat einen Turm mit viele Zinnen.",1.278993704,2.44,2.508,3.68,1.93,1,8,2,0.91,1,4,NA,NA
241,"auge",3.0588235294117645,1.1531557878035135,1,5,1.7941176470588236,0.6409941031594636,1,3,"Ronja reibt sich Sand aus dem Auge.",0.14372617,3.61,3.369,2.69,1.12,1,6,1.58,0.64,1,3,NA,NA
242,"postbote",4.9393939393939394,1.2975793313752038,3,8,2.757575757575758,0.6139168831315355,2,4,"Der Postbote bringt einen Brief.",1.374998939,3.16,1.681,4.52,1.81,2,10,2.52,0.87,1,5,NA,NA
243,"muetze",2.967741935483871,0.8360171835451684,1,5,1.7741935483870968,0.4973045625740722,1,3,"Ronja trägt eine Mütze auf dem Kopf.",1.969046731,2.26,2.332,NA,NA,NA,NA,NA,NA,NA,NA,1.95,0.6048053188292996
244,"gluehbirne",5.333333333333333,1.613743060919757,3,9,2.9393939393939394,0.8638357026727486,2,5,"Die Glühbirne der Lampe muss ausgewechselt werden.",0.687085345,2.46,1.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"wurzeln",5.0606060606060606,1.6571699131990423,1,9,2.787878787878788,0.8199685877205815,1,5,"Die Wurzeln des Baumes reichen tief in die Erde.",0,2.32,2.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"zahnarzt",4.676470588235294,1.3644976483827547,3,8,2.588235294117647,0.6567895774291853,2,4,"Der Zahnarzt arbeitet in einer Praxis.",0.859870931,3.86,2.358,4.67,1.95,1,10,2.54,0.93,1,5,2.4,0.8207826816681232
247,"gehirn",5.2153846153846155,1.5661687697641704,3,9,2.8615384615384616,0.8638019716079873,2,5,"Das menschliche Gehirn ist ein kompliziertes Organ.",0.436469817,3.14,3.137,6,2.16,2,10,3.06,1.06,1,5,NA,NA
248,"karren",6.25,2.109884571066817,3,10,3.375,1.0998533626601497,2,5,"Das Pferd zieht einen Karren.",1.575235642,3.03,1.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"kartoffel",3.5294117647058822,1.3758808554312565,1,6,2.1470588235294117,0.6574677289546277,1,3,"Ronja schält eine Kartoffel.",0,2.19,1.964,NA,NA,NA,NA,NA,NA,NA,NA,1.95,0.6048053188292996
250,"motorsaege",6.757575757575758,1.9369806244239873,3,10,3.606060606060606,0.9333874443188751,2,5,"Ronja fällt den Baum mit einer Motorsäge.",1.502130297,2.99,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
